354,193,472,273
349,195,467,271
354,193,463,272
366,192,432,260
368,193,437,260
368,199,434,267
370,193,427,263
367,196,431,266
366,196,437,264
366,196,428,266
367,197,429,272
371,196,427,267
364,196,428,270
355,193,461,277
364,196,436,269
366,198,432,271
370,200,432,267
372,200,431,267
371,198,427,270
370,198,426,272
370,202,427,274
372,203,426,269
370,205,431,275
366,202,426,276
350,191,461,274
371,203,424,268
370,205,427,269
371,206,422,272
367,203,424,275
366,206,428,270
371,206,426,274
366,204,427,270
373,202,425,275
370,202,431,276
371,204,432,276
361,194,459,275
374,203,425,271
370,203,424,269
364,201,425,270
362,201,423,272
368,204,426,274
368,205,424,272
366,204,424,268
369,202,424,275
362,205,418,277
367,205,421,276
356,188,462,267
362,203,419,269
365,202,422,276
365,207,423,276
367,204,425,274
364,201,422,275
362,205,422,273
362,206,418,274
365,205,426,275
364,205,419,275
366,205,417,276
348,192,464,271
365,207,417,282
360,205,417,272
368,205,419,274
362,200,416,275
363,207,416,277
368,208,416,277
366,207,420,281
369,203,414,278
362,204,418,277
369,209,416,277
352,192,463,273
366,204,417,282
367,207,418,275
369,210,417,283
364,205,419,280
360,204,424,282
369,210,422,279
361,199,418,281
366,208,418,279
361,208,421,282
373,207,415,283
350,188,462,270
365,208,422,282
363,209,418,279
369,208,417,285
371,209,418,287
367,208,419,279
366,209,416,273
363,210,420,281
366,209,423,282
366,208,413,280
365,212,418,281
350,191,464,268
369,213,414,279
370,210,413,279
370,209,420,279
368,209,418,281
370,209,416,279
373,210,422,278
373,208,419,277
373,212,419,275
372,211,419,281
373,211,423,282
354,189,459,272
374,210,420,286
378,208,427,279
376,207,422,282
375,208,421,276
374,210,422,276
379,206,426,282
382,209,422,281
379,207,423,280
377,211,423,281
382,210,423,281
351,189,467,273
355,183,466,277
381,211,428,287
379,212,427,279
383,212,424,284
379,210,425,284
380,210,429,282
383,206,429,284
387,209,424,282
380,209,434,279
382,211,428,282
382,207,430,285
355,188,457,267
387,210,435,289
390,210,441,279
389,210,432,278
391,213,432,283
390,213,435,285
393,207,435,285
388,205,433,278
385,205,441,285
394,211,441,282
389,208,440,285
355,189,454,268
393,210,442,287
389,206,444,283
390,209,438,286
393,210,443,279
381,208,440,284
397,212,443,282
392,211,445,285
392,208,439,284
394,210,447,287
395,212,446,287
353,186,456,272
391,210,440,291
392,214,440,291
399,212,444,282
391,209,443,291
