182,205,306,313
182,205,306,313
172,192,318,324
193,209,307,319
197,213,303,317
198,214,304,316
195,208,305,322
195,210,303,324
198,210,300,322
199,206,303,326
199,216,297,318
198,218,294,314
201,221,291,313
174,188,320,330
200,224,292,314
202,227,286,307
202,224,288,310
203,225,285,309
201,227,285,307
211,241,271,289
211,241,273,293
209,240,269,292
209,241,267,291
207,241,267,291
175,187,319,327
208,243,268,291
212,242,270,292
210,242,270,292
211,241,271,293
212,243,272,293
209,242,273,294
207,242,271,296
206,242,270,294
208,243,270,295
209,242,269,294
176,187,316,327
208,234,278,306
207,230,281,308
211,233,285,309
213,244,271,292
211,244,269,292
213,244,271,292
212,245,270,291
213,245,271,291
212,246,270,290
212,247,270,291
175,188,317,328
211,246,269,290
210,246,268,290
209,245,267,287
211,245,267,287
212,243,268,287
210,242,266,288
209,243,267,287
210,243,266,287
209,245,267,287
207,245,267,287
176,187,316,325
198,232,284,306
200,233,280,303
201,233,281,303
199,233,283,303
200,235,282,303
201,237,281,301
199,236,281,302
200,237,282,303
198,237,284,305
201,239,281,303
177,191,313,319
201,237,283,305
200,238,284,306
200,238,286,308
199,238,287,306
201,238,287,308
200,238,284,308
201,238,283,306
199,239,283,307
202,242,280,306
204,245,278,303
176,188,316,324
195,237,287,311
196,239,286,309
194,236,290,310
193,236,287,310
193,235,289,309
195,234,289,308
194,232,292,310
195,234,291,308
196,234,290,306
199,235,287,305
175,190,315,326
199,238,285,304
206,247,264,283
199,238,281,302
200,240,280,302
200,241,278,303
200,244,278,302
199,242,275,300
199,244,275,300
202,245,274,297
203,246,273,296
173,191,317,325
204,247,272,295
204,246,274,296
198,244,278,300
200,243,278,299
201,243,277,301
199,242,277,302
198,243,274,301
201,244,275,300
200,244,276,300
197,241,283,303
177,204,309,314
73,189,269,341
196,244,286,304
195,241,291,305
191,238,295,308
197,241,287,303
195,241,289,303
193,240,293,304
190,239,296,307
190,235,294,307
192,240,292,306
186,237,298,309
51,214,269,408
187,238,297,312
188,238,294,312
189,236,295,310
191,240,291,312
191,242,289,310
201,246,283,304
202,246,282,302
200,244,286,302
205,242,291,300
199,241,293,303
50,215,270,409
196,238,296,306
194,236,300,308
197,239,299,307
205,244,293,304
204,243,294,305
203,242,297,306
200,241,300,309
198,241,300,311
196,240,300,312
200,241,300,313
50,215,270,411
202,242,298,314
202,246,294,312
198,239,298,317
201,245,295,315
201,245,297,315
204,248,292,312
203,249,291,313
55,40,177,138
204,249,294,313
210,252,294,312
49,214,271,416
52,42,176,142
48,41,176,143
51,41,175,141
48,40,176,144
205,253,293,315
50,44,172,140
47,45,171,143
44,46,174,146
44,46,170,146
49,50,169,146
49,212,271,416
43,48,171,150
44,49,170,151
45,49,167,151
40,44,166,150
39,46,165,152
41,47,161,151
39,46,159,152
38,46,156,152
37,48,155,152
38,47,154,153
49,216,269,418
44,51,152,151
40,50,150,150
43,55,149,151
41,56,147,154
39,55,145,155
35,52,145,156
34,53,144,155
32,54,142,158
31,56,143,160
27,55,141,161
24,54,140,164
31,55,139,159
29,55,141,159
213,274,277,324
211,273,275,323
210,273,276,327
211,274,275,326
209,274,275,326
210,277,274,327
210,276,274,328
210,277,274,331
208,276,274,334
205,275,273,335
204,275,274,335
202,272,272,340
200,270,272,340
202,268,272,340
202,270,272,338
202,270,274,340
206,272,274,336
205,273,275,337
203,273,275,341
201,273,275,339
200,272,276,338
198,272,274,340
196,272,272,342
197,271,273,343
194,271,272,343
194,269,272,347
197,273,269,343
175,200,311,314
197,275,269,345
197,274,267,346
197,273,267,345
197,273,267,343
196,273,266,347
195,270,265,346
195,271,265,347
197,269,265,343
194,268,264,344
197,268,265,346
182,188,308,314
194,267,266,345
193,266,267,342
192,268,266,340
191,269,267,341
189,268,267,340
190,271,264,343
190,275,262,339
186,272,262,346
187,271,261,349
183,272,259,346
179,189,309,315
186,272,260,346
191,273,261,345
189,272,259,346
186,274,258,348
187,276,257,348
188,277,258,345
188,278,258,346
187,275,253,347
187,271,255,345
186,272,254,346
181,189,311,321
187,276,255,348
185,274,253,348
186,275,256,345
188,278,258,346
178,186,312,322
144,302,346,468
180,186,310,326
187,281,253,349
188,282,254,350
186,281,250,351
187,281,251,349
187,283,249,351
186,283,252,351
187,284,255,348
180,186,314,330
188,282,250,348
188,280,250,344
187,278,253,340
186,278,250,340
186,279,256,341
185,282,255,346
181,281,255,347
180,279,258,345
165,265,259,363
178,279,260,347
183,186,311,328
180,277,258,343
427,126,483,174
183,278,263,340
183,279,263,343
428,127,484,175
430,127,484,179
206,313,438,457
201,309,441,461
158,263,258,359
160,264,258,358
182,188,312,326
160,265,260,359
430,126,486,176
435,127,487,173
163,269,259,361
164,270,258,360
165,271,255,359
162,272,258,358
162,272,256,360
161,270,255,360
158,268,256,362
185,187,309,323
156,270,254,362
158,270,256,366
157,268,253,366
159,269,251,363
159,270,251,362
160,271,252,359
159,273,251,359
158,272,252,358
158,273,250,359
160,276,248,356
177,199,309,313
182,183,310,323
162,278,244,356
161,277,243,357
158,276,246,358
158,276,246,356
160,279,244,353
157,278,245,356
154,278,246,356
155,278,245,354
153,277,245,357
155,280,245,356
180,185,308,321
155,281,245,355
156,282,242,354
152,281,242,357
153,283,239,355
154,284,236,356
152,284,236,356
150,281,236,357
149,282,237,358
149,283,239,359
149,284,237,358
182,187,306,319
150,286,236,360
150,288,234,360
152,289,232,357
154,288,232,358
153,287,233,361
152,288,232,360
151,289,233,359
151,289,233,359
150,289,232,359
150,289,230,361
179,187,305,319
152,290,230,362
151,291,231,359
152,292,234,360
151,292,233,362
148,291,236,363
148,289,238,365
148,289,238,363
151,292,237,364
147,292,237,366
146,291,236,367
179,183,309,325
146,290,236,368
145,288,239,368
145,288,239,368
145,289,233,369
145,290,231,368
143,290,229,368
141,288,231,370
139,287,231,369
140,288,232,370
140,286,232,370
177,186,305,322
140,287,232,371
137,285,235,369
136,285,234,371
135,286,233,372
135,287,233,369
134,287,234,369
132,285,238,369
133,286,235,368
134,285,234,369
135,286,233,370
178,190,302,318
134,285,230,371
135,287,227,371
135,287,229,371
137,288,227,370
136,287,226,371
136,288,226,372
134,286,230,374
135,286,231,374
134,287,232,373
134,289,230,373
176,186,304,320
134,291,230,373
136,292,226,372
135,294,227,372
133,294,225,374
133,293,229,373
135,293,227,371
134,293,228,371
135,294,229,372
136,294,228,372
135,293,231,375
176,186,304,322
135,295,227,375
135,295,227,375
135,295,227,375
135,295,227,377
135,293,227,377
136,294,226,378
136,294,226,378
136,295,226,379
134,293,228,381
134,295,228,381
177,186,307,324
135,295,231,381
135,293,227,379
136,293,228,379
136,293,228,379
134,293,232,381
135,293,233,381
135,293,233,381
135,295,233,381
132,294,236,384
131,293,239,385
173,198,313,316
176,185,308,323
133,294,239,388
133,293,239,387
135,295,239,385
134,295,240,387
133,296,241,388
132,295,242,389
179,189,307,317
178,189,306,319
177,187,307,323
180,187,306,323
178,186,312,326
178,186,308,322
180,186,308,326
180,185,310,329
182,189,306,325
176,200,310,312
183,189,305,321
182,188,306,322
180,189,310,321
178,188,310,322
183,193,305,319
185,194,299,314
191,198,295,312
192,197,298,315
195,201,289,309
208,218,274,284
175,198,311,318
204,218,272,286
205,219,271,285
190,199,292,317
206,222,270,288
193,200,291,316
191,199,293,315
194,199,292,315
189,198,295,316
193,199,297,317
193,195,299,321
174,196,314,322
190,191,300,321
187,196,297,316
193,198,295,316
192,198,298,316
190,199,296,315
187,198,299,312
190,202,294,308
191,202,295,310
193,205,291,307
201,206,293,310
173,193,317,325
203,209,289,307
203,210,291,312
202,210,292,314
202,210,292,314
200,213,288,311
199,210,293,312
198,211,292,313
200,212,298,316
198,208,302,322
197,207,303,319
